"","nutrient","nutrient_type","nutrient_units","units","sex_stage","sex","stage","age_range","dri_type","ref_value","footnote","ref_units","relevance","data_type"
"1","Calcium","Element","mg","mg/d","Women","Females","None","19-30 yr","UL",2500,"","mg",3,"RDI_name"
"2","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",800,NA,"mg",3,"RDI_name"
"3","Calcium","Element","mg","mg/d","Infants","Both","Infants","6-12 mo","UL",1500,"","mg",3,"RDI_name"
"4","Calcium","Element","mg","mg/d","Children","Both","Children","1-3 yr","RDA",700,"","mg",3,"RDI_name"
"5","Calcium","Element","mg","mg/d","Women","Females","None","9-13 yr","UL",3000,"","mg",3,"RDI_name"
"6","Calcium","Element","mg","mg/d","Women","Females","None","31-50 yr","UL",2500,"","mg",3,"RDI_name"
"7","Calcium","Element","mg","mg/d","Women","Females","None","14-18 yr","UL",3000,"","mg",3,"RDI_name"
"8","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",800,NA,"mg",3,"RDI_name"
"9","Calcium","Element","mg","mg/d","Infants","Both","Infants","0-6 mo","UL",1000,"","mg",3,"RDI_name"
"10","Calcium","Element","mg","mg/d","Men","Males","None","9-13 yr","EAR",1100,NA,"mg",3,"RDI_name"
"11","Calcium","Element","mg","mg/d","Infants","Both","Infants","0-6 mo","AI",200,"*","mg",3,"RDI_name"
"12","Calcium","Element","mg","mg/d","Infants","Both","Infants","6-12 mo","AI",260,"*","mg",3,"RDI_name"
"13","Calcium","Element","mg","mg/d","Women","Females","None","31-50 yr","EAR",800,NA,"mg",3,"RDI_name"
"14","Calcium","Element","mg","mg/d","Children","Both","Children","1-3 yr","UL",2500,"","mg",3,"RDI_name"
"15","Calcium","Element","mg","mg/d","Men","Males","None","14-18 yr","EAR",1100,NA,"mg",3,"RDI_name"
"16","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",800,NA,"mg",3,"RDI_name"
"17","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",1000,"","mg",3,"RDI_name"
"18","Calcium","Element","mg","mg/d","Men","Males","None",">70 yr","RDA",1200,"","mg",3,"RDI_name"
"19","Calcium","Element","mg","mg/d","Children","Both","Children","4-8 yr","RDA",1000,"","mg",3,"RDI_name"
"20","Calcium","Element","mg","mg/d","Women","Females","None","31-50 yr","RDA",1000,"","mg",3,"RDI_name"
"21","Calcium","Element","mg","mg/d","Men","Males","None","19-30 yr","EAR",800,NA,"mg",3,"RDI_name"
"22","Calcium","Element","mg","mg/d","Men","Males","None","31-50 yr","EAR",800,NA,"mg",3,"RDI_name"
"23","Calcium","Element","mg","mg/d","Women","Females","None","9-13 yr","RDA",1300,"","mg",3,"RDI_name"
"24","Calcium","Element","mg","mg/d","Women","Females","None","19-30 yr","EAR",800,NA,"mg",3,"RDI_name"
"25","Calcium","Element","mg","mg/d","Women","Females","None","9-13 yr","EAR",1100,NA,"mg",3,"RDI_name"
"26","Calcium","Element","mg","mg/d","Men","Males","None","9-13 yr","RDA",1300,"","mg",3,"RDI_name"
"27","Calcium","Element","mg","mg/d","Men","Males","None","51-70 yr","EAR",800,NA,"mg",3,"RDI_name"
"28","Calcium","Element","mg","mg/d","Women","Females","None","14-18 yr","RDA",1300,"","mg",3,"RDI_name"
"29","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",1000,NA,"mg",3,"RDI_name"
"30","Calcium","Element","mg","mg/d","Men","Males","None","51-70 yr","RDA",1000,"","mg",3,"RDI_name"
"31","Calcium","Element","mg","mg/d","Men","Males","None",">70 yr","UL",2000,"","mg",3,"RDI_name"
"32","Calcium","Element","mg","mg/d","Men","Males","None",">70 yr","EAR",1000,NA,"mg",3,"RDI_name"
"33","Calcium","Element","mg","mg/d","Children","Both","Children","1-3 yr","EAR",500,NA,"mg",3,"RDI_name"
"34","Calcium","Element","mg","mg/d","Women","Females","None","19-30 yr","RDA",1000,"","mg",3,"RDI_name"
"35","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","EAR",1000,NA,"mg",3,"RDI_name"
"36","Calcium","Element","mg","mg/d","Children","Both","Children","4-8 yr","EAR",800,NA,"mg",3,"RDI_name"
"37","Calcium","Element","mg","mg/d","Women","Females","None","51-70 yr","RDA",1200,"","mg",3,"RDI_name"
"38","Calcium","Element","mg","mg/d","Women","Females","None",">70 yr","RDA",1200,"","mg",3,"RDI_name"
"39","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",1300,"","mg",3,"RDI_name"
"40","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",800,NA,"mg",3,"RDI_name"
"41","Calcium","Element","mg","mg/d","Women","Females","None",">70 yr","EAR",1000,NA,"mg",3,"RDI_name"
"42","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",1000,"","mg",3,"RDI_name"
"43","Calcium","Element","mg","mg/d","Men","Males","None","51-70 yr","UL",2000,"","mg",3,"RDI_name"
"44","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",2500,"","mg",3,"RDI_name"
"45","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",2500,"","mg",3,"RDI_name"
"46","Calcium","Element","mg","mg/d","Men","Males","None","19-30 yr","RDA",1000,"","mg",3,"RDI_name"
"47","Calcium","Element","mg","mg/d","Children","Both","Children","4-8 yr","UL",2500,"","mg",3,"RDI_name"
"48","Calcium","Element","mg","mg/d","Men","Males","None","9-13 yr","UL",3000,"","mg",3,"RDI_name"
"49","Calcium","Element","mg","mg/d","Men","Males","None","14-18 yr","RDA",1300,"","mg",3,"RDI_name"
"50","Calcium","Element","mg","mg/d","Women","Females","None","14-18 yr","EAR",1100,NA,"mg",3,"RDI_name"
"51","Calcium","Element","mg","mg/d","Men","Males","None","31-50 yr","RDA",1000,"","mg",3,"RDI_name"
"52","Calcium","Element","mg","mg/d","Women","Females","None","51-70 yr","EAR",1000,NA,"mg",3,"RDI_name"
"53","Calcium","Element","mg","mg/d","Men","Males","None","31-50 yr","UL",2500,"","mg",3,"RDI_name"
"54","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",3000,"","mg",3,"RDI_name"
"55","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",2500,"","mg",3,"RDI_name"
"56","Calcium","Element","mg","mg/d","Women","Females","None","51-70 yr","UL",2000,"","mg",3,"RDI_name"
"57","Calcium","Element","mg","mg/d","Women","Females","None",">70 yr","UL",2000,"","mg",3,"RDI_name"
"58","Calcium","Element","mg","mg/d","Men","Males","None","19-30 yr","UL",2500,"","mg",3,"RDI_name"
"59","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",2500,"","mg",3,"RDI_name"
"60","Calcium","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",1300,"","mg",3,"RDI_name"
"61","Calcium","Element","mg","mg/d","Men","Males","None","14-18 yr","UL",3000,"","mg",3,"RDI_name"
"62","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",1000,"","mg",3,"RDI_name"
"63","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",1000,"","mg",3,"RDI_name"
"64","Calcium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",3000,"","mg",3,"RDI_name"
"65","Chloride","Element","g","g/d","Men","Males","None",">70 yr","UL",3.6,"","g",1,"RDI_name"
"66","Chloride","Element","g","g/d","Women","Females","None","9-13 yr","UL",3.4,"","g",1,"RDI_name"
"67","Chloride","Element","g","g/d","Men","Males","None","51-70 yr","UL",3.6,"","g",1,"RDI_name"
"68","Chloride","Element","g","g/d","Children","Both","Children","1-3 yr","AI",1.5,"*","g",1,"RDI_name"
"69","Chloride","Element","g","g/d","Men","Males","None","14-18 yr","AI",2.3,"*","g",1,"RDI_name"
"70","Chloride","Element","g","g/d","Men","Males","None","19-30 yr","AI",2.3,"*","g",1,"RDI_name"
"71","Chloride","Element","g","g/d","Children","Both","Children","4-8 yr","AI",1.9,"*","g",1,"RDI_name"
"72","Chloride","Element","g","g/d","Children","Both","Children","1-3 yr","UL",2.3,"","g",1,"RDI_name"
"73","Chloride","Element","g","g/d","Children","Both","Children","4-8 yr","UL",2.9,"","g",1,"RDI_name"
"74","Chloride","Element","g","g/d","Men","Males","None","9-13 yr","UL",3.4,"","g",1,"RDI_name"
"75","Chloride","Element","g","g/d","Men","Males","None","14-18 yr","UL",3.6,"","g",1,"RDI_name"
"76","Chloride","Element","g","g/d","Men","Males","None","19-30 yr","UL",3.6,"","g",1,"RDI_name"
"77","Chloride","Element","g","g/d","Men","Males","None","31-50 yr","UL",3.6,"","g",1,"RDI_name"
"78","Chloride","Element","g","g/d","Women","Females","None",">70 yr","AI",1.8,"*","g",1,"RDI_name"
"79","Chloride","Element","g","g/d","Women (pregnant)","Females","Pregnancy","14-18 yr","AI",2.3,"*","g",1,"RDI_name"
"80","Chloride","Element","g","g/d","Men","Males","None","9-13 yr","AI",2.3,"*","g",1,"RDI_name"
"81","Chloride","Element","g","g/d","Women (lactating)","Females","Lactation","19-30 yr","AI",2.3,"*","g",1,"RDI_name"
"82","Chloride","Element","g","g/d","Women (lactating)","Females","Lactation","31-50 yr","AI",2.3,"*","g",1,"RDI_name"
"83","Chloride","Element","g","g/d","Men","Males","None","31-50 yr","AI",2.3,"*","g",1,"RDI_name"
"84","Chloride","Element","g","g/d","Men","Males","None","51-70 yr","AI",2,"*","g",1,"RDI_name"
"85","Chloride","Element","g","g/d","Men","Males","None",">70 yr","AI",1.8,"*","g",1,"RDI_name"
"86","Chloride","Element","g","g/d","Women","Females","None","9-13 yr","AI",2.3,"*","g",1,"RDI_name"
"87","Chloride","Element","g","g/d","Women","Females","None","14-18 yr","AI",2.3,"*","g",1,"RDI_name"
"88","Chloride","Element","g","g/d","Women","Females","None","19-30 yr","AI",2.3,"*","g",1,"RDI_name"
"89","Chloride","Element","g","g/d","Women","Females","None","31-50 yr","AI",2.3,"*","g",1,"RDI_name"
"90","Chloride","Element","g","g/d","Women","Females","None","51-70 yr","AI",2,"*","g",1,"RDI_name"
"91","Chloride","Element","g","g/d","Infants","Both","Infants","6-12 mo","AI",0.57,"*","g",1,"RDI_name"
"92","Chloride","Element","g","g/d","Women (lactating)","Females","Lactation","19-30 yr","UL",3.6,"","g",1,"RDI_name"
"93","Chloride","Element","g","g/d","Women (lactating)","Females","Lactation","31-50 yr","UL",3.6,"","g",1,"RDI_name"
"94","Chloride","Element","g","g/d","Women (pregnant)","Females","Pregnancy","19-30 yr","AI",2.3,"*","g",1,"RDI_name"
"95","Chloride","Element","g","g/d","Women (pregnant)","Females","Pregnancy","31-50 yr","AI",2.3,"*","g",1,"RDI_name"
"96","Chloride","Element","g","g/d","Women","Females","None","14-18 yr","UL",3.6,"","g",1,"RDI_name"
"97","Chloride","Element","g","g/d","Women","Females","None","19-30 yr","UL",3.6,"","g",1,"RDI_name"
"98","Chloride","Element","g","g/d","Women","Females","None","31-50 yr","UL",3.6,"","g",1,"RDI_name"
"99","Chloride","Element","g","g/d","Women","Females","None","51-70 yr","UL",3.6,"","g",1,"RDI_name"
"100","Chloride","Element","g","g/d","Women","Females","None",">70 yr","UL",3.6,"","g",1,"RDI_name"
"101","Chloride","Element","g","g/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",3.6,"","g",1,"RDI_name"
"102","Chloride","Element","g","g/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",3.6,"","g",1,"RDI_name"
"103","Chloride","Element","g","g/d","Infants","Both","Infants","0-6 mo","AI",0.18,"*","g",1,"RDI_name"
"104","Chloride","Element","g","g/d","Women (lactating)","Females","Lactation","14-18 yr","UL",3.6,"","g",1,"RDI_name"
"105","Chloride","Element","g","g/d","Women (lactating)","Females","Lactation","14-18 yr","AI",2.3,"*","g",1,"RDI_name"
"106","Chloride","Element","g","g/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",3.6,"","g",1,"RDI_name"
"107","Choline","Vitamin","mg","mg/d","Men","Males","None","19-30 yr","AI",550,"*","mg",1,"RDI_name"
"108","Choline","Vitamin","mg","mg/d","Children","Both","Children","4-8 yr","UL",1000,"","mg",1,"RDI_name"
"109","Choline","Vitamin","mg","mg/d","Men","Males","None","14-18 yr","AI",550,"*","mg",1,"RDI_name"
"110","Choline","Vitamin","mg","mg/d","Children","Both","Children","1-3 yr","UL",1000,"","mg",1,"RDI_name"
"111","Choline","Vitamin","mg","mg/d","Men","Males","None","31-50 yr","AI",550,"*","mg",1,"RDI_name"
"112","Choline","Vitamin","mg","mg/d","Men","Males","None","9-13 yr","AI",375,"*","mg",1,"RDI_name"
"113","Choline","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","AI",450,"*","mg",1,"RDI_name"
"114","Choline","Vitamin","mg","mg/d","Men","Males","None","51-70 yr","AI",550,"*","mg",1,"RDI_name"
"115","Choline","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","AI",450,"*","mg",1,"RDI_name"
"116","Choline","Vitamin","mg","mg/d","Men","Males","None","9-13 yr","UL",2000,"","mg",1,"RDI_name"
"117","Choline","Vitamin","mg","mg/d","Men","Males","None","14-18 yr","UL",3000,"","mg",1,"RDI_name"
"118","Choline","Vitamin","mg","mg/d","Women","Females","None","31-50 yr","UL",3500,"","mg",1,"RDI_name"
"119","Choline","Vitamin","mg","mg/d","Women","Females","None","9-13 yr","AI",375,"*","mg",1,"RDI_name"
"120","Choline","Vitamin","mg","mg/d","Women","Females","None","14-18 yr","AI",400,"*","mg",1,"RDI_name"
"121","Choline","Vitamin","mg","mg/d","Women","Females","None",">70 yr","AI",425,"*","mg",1,"RDI_name"
"122","Choline","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","AI",550,"*","mg",1,"RDI_name"
"123","Choline","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","AI",450,"*","mg",1,"RDI_name"
"124","Choline","Vitamin","mg","mg/d","Women","Females","None",">70 yr","UL",3500,"","mg",1,"RDI_name"
"125","Choline","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","AI",550,"*","mg",1,"RDI_name"
"126","Choline","Vitamin","mg","mg/d","Men","Males","None",">70 yr","UL",3500,"","mg",1,"RDI_name"
"127","Choline","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","AI",550,"*","mg",1,"RDI_name"
"128","Choline","Vitamin","mg","mg/d","Men","Males","None",">70 yr","AI",550,"*","mg",1,"RDI_name"
"129","Choline","Vitamin","mg","mg/d","Men","Males","None","51-70 yr","UL",3500,"","mg",1,"RDI_name"
"130","Choline","Vitamin","mg","mg/d","Women","Females","None","19-30 yr","UL",3500,"","mg",1,"RDI_name"
"131","Choline","Vitamin","mg","mg/d","Infants","Both","Infants","6-12 mo","AI",150,"*","mg",1,"RDI_name"
"132","Choline","Vitamin","mg","mg/d","Women","Females","None","51-70 yr","UL",3500,"","mg",1,"RDI_name"
"133","Choline","Vitamin","mg","mg/d","Children","Both","Children","4-8 yr","AI",250,"*","mg",1,"RDI_name"
"134","Choline","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",3000,"","mg",1,"RDI_name"
"135","Choline","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",3500,"","mg",1,"RDI_name"
"136","Choline","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",3500,"","mg",1,"RDI_name"
"137","Choline","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",3000,"","mg",1,"RDI_name"
"138","Choline","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",3500,"","mg",1,"RDI_name"
"139","Choline","Vitamin","mg","mg/d","Men","Males","None","19-30 yr","UL",3500,"","mg",1,"RDI_name"
"140","Choline","Vitamin","mg","mg/d","Women","Females","None","19-30 yr","AI",425,"*","mg",1,"RDI_name"
"141","Choline","Vitamin","mg","mg/d","Women","Females","None","31-50 yr","AI",425,"*","mg",1,"RDI_name"
"142","Choline","Vitamin","mg","mg/d","Women","Females","None","51-70 yr","AI",425,"*","mg",1,"RDI_name"
"143","Choline","Vitamin","mg","mg/d","Infants","Both","Infants","0-6 mo","AI",125,"*","mg",1,"RDI_name"
"144","Choline","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",3500,"","mg",1,"RDI_name"
"145","Choline","Vitamin","mg","mg/d","Children","Both","Children","1-3 yr","AI",200,"*","mg",1,"RDI_name"
"146","Choline","Vitamin","mg","mg/d","Women","Females","None","9-13 yr","UL",2000,"","mg",1,"RDI_name"
"147","Choline","Vitamin","mg","mg/d","Women","Females","None","14-18 yr","UL",3000,"","mg",1,"RDI_name"
"148","Choline","Vitamin","mg","mg/d","Men","Males","None","31-50 yr","UL",3500,"","mg",1,"RDI_name"
"149","Chromium","Element","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","AI",45,"*","µg",1,"RDI_name"
"150","Chromium","Element","µg","µg/d","Infants","Both","Infants","0-6 mo","AI",0.2,"*","µg",1,"RDI_name"
"151","Chromium","Element","µg","µg/d","Infants","Both","Infants","6-12 mo","AI",5.5,"*","µg",1,"RDI_name"
"152","Chromium","Element","µg","µg/d","Children","Both","Children","1-3 yr","AI",11,"*","µg",1,"RDI_name"
"153","Chromium","Element","µg","µg/d","Children","Both","Children","4-8 yr","AI",15,"*","µg",1,"RDI_name"
"154","Chromium","Element","µg","µg/d","Men","Males","None","9-13 yr","AI",25,"*","µg",1,"RDI_name"
"155","Chromium","Element","µg","µg/d","Men","Males","None","14-18 yr","AI",35,"*","µg",1,"RDI_name"
"156","Chromium","Element","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","AI",44,"*","µg",1,"RDI_name"
"157","Chromium","Element","µg","µg/d","Men","Males","None","51-70 yr","AI",30,"*","µg",1,"RDI_name"
"158","Chromium","Element","µg","µg/d","Men","Males","None",">70 yr","AI",30,"*","µg",1,"RDI_name"
"159","Chromium","Element","µg","µg/d","Women","Females","None","9-13 yr","AI",21,"*","µg",1,"RDI_name"
"160","Chromium","Element","µg","µg/d","Women","Females","None","14-18 yr","AI",24,"*","µg",1,"RDI_name"
"161","Chromium","Element","µg","µg/d","Women","Females","None","19-30 yr","AI",25,"*","µg",1,"RDI_name"
"162","Chromium","Element","µg","µg/d","Women","Females","None","31-50 yr","AI",25,"*","µg",1,"RDI_name"
"163","Chromium","Element","µg","µg/d","Women","Females","None","51-70 yr","AI",20,"*","µg",1,"RDI_name"
"164","Chromium","Element","µg","µg/d","Women","Females","None",">70 yr","AI",20,"*","µg",1,"RDI_name"
"165","Chromium","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","AI",29,"*","µg",1,"RDI_name"
"166","Chromium","Element","µg","µg/d","Men","Males","None","19-30 yr","AI",35,"*","µg",1,"RDI_name"
"167","Chromium","Element","µg","µg/d","Men","Males","None","31-50 yr","AI",35,"*","µg",1,"RDI_name"
"168","Chromium","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","AI",30,"*","µg",1,"RDI_name"
"169","Chromium","Element","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","AI",45,"*","µg",1,"RDI_name"
"170","Chromium","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","AI",30,"*","µg",1,"RDI_name"
"171","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",8000,"","µg",1,"RDI_name"
"172","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",800,NA,"µg",1,"RDI_name"
"173","Copper","Element","µg","µg/d","Women","Females","None","19-30 yr","EAR",700,NA,"µg",1,"RDI_name"
"174","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",785,NA,"µg",1,"RDI_name"
"175","Copper","Element","µg","µg/d","Women","Females","None","51-70 yr","EAR",700,NA,"µg",1,"RDI_name"
"176","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",800,NA,"µg",1,"RDI_name"
"177","Copper","Element","µg","µg/d","Women","Females","None",">70 yr","EAR",700,NA,"µg",1,"RDI_name"
"178","Copper","Element","µg","µg/d","Women","Females","None","31-50 yr","EAR",700,NA,"µg",1,"RDI_name"
"179","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","EAR",985,NA,"µg",1,"RDI_name"
"180","Copper","Element","µg","µg/d","Women","Females","None","51-70 yr","UL",10000,"","µg",1,"RDI_name"
"181","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",10000,"","µg",1,"RDI_name"
"182","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",10000,"","µg",1,"RDI_name"
"183","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",8000,"","µg",1,"RDI_name"
"184","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",1300,"","µg",1,"RDI_name"
"185","Copper","Element","µg","µg/d","Women","Females","None","14-18 yr","EAR",685,NA,"µg",1,"RDI_name"
"186","Copper","Element","µg","µg/d","Women","Females","None","9-13 yr","EAR",540,NA,"µg",1,"RDI_name"
"187","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",10000,"","µg",1,"RDI_name"
"188","Copper","Element","µg","µg/d","Women","Females","None","31-50 yr","UL",10000,"","µg",1,"RDI_name"
"189","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",1000,"","µg",1,"RDI_name"
"190","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",10000,"","µg",1,"RDI_name"
"191","Copper","Element","µg","µg/d","Women","Females","None","19-30 yr","UL",10000,"","µg",1,"RDI_name"
"192","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",1300,"","µg",1,"RDI_name"
"193","Copper","Element","µg","µg/d","Children","Both","Children","1-3 yr","UL",1000,"","µg",1,"RDI_name"
"194","Copper","Element","µg","µg/d","Children","Both","Children","4-8 yr","UL",3000,"","µg",1,"RDI_name"
"195","Copper","Element","µg","µg/d","Women","Females","None",">70 yr","UL",10000,"","µg",1,"RDI_name"
"196","Copper","Element","µg","µg/d","Children","Both","Children","4-8 yr","EAR",340,NA,"µg",1,"RDI_name"
"197","Copper","Element","µg","µg/d","Men","Males","None","19-30 yr","UL",10000,"","µg",1,"RDI_name"
"198","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",1000,NA,"µg",1,"RDI_name"
"199","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",1000,NA,"µg",1,"RDI_name"
"200","Copper","Element","µg","µg/d","Men","Males","None",">70 yr","EAR",700,NA,"µg",1,"RDI_name"
"201","Copper","Element","µg","µg/d","Women","Females","None",">70 yr","RDA",900,"","µg",1,"RDI_name"
"202","Copper","Element","µg","µg/d","Women","Females","None","14-18 yr","UL",8000,"","µg",1,"RDI_name"
"203","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",1000,"","µg",1,"RDI_name"
"204","Copper","Element","µg","µg/d","Men","Males","None","9-13 yr","UL",5000,"","µg",1,"RDI_name"
"205","Copper","Element","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",1300,"","µg",1,"RDI_name"
"206","Copper","Element","µg","µg/d","Men","Males","None","51-70 yr","RDA",900,"","µg",1,"RDI_name"
"207","Copper","Element","µg","µg/d","Men","Males","None","9-13 yr","EAR",540,NA,"µg",1,"RDI_name"
"208","Copper","Element","µg","µg/d","Men","Males","None","14-18 yr","EAR",685,NA,"µg",1,"RDI_name"
"209","Copper","Element","µg","µg/d","Children","Both","Children","1-3 yr","EAR",260,NA,"µg",1,"RDI_name"
"210","Copper","Element","µg","µg/d","Men","Males","None","51-70 yr","EAR",700,NA,"µg",1,"RDI_name"
"211","Copper","Element","µg","µg/d","Women","Females","None","31-50 yr","RDA",900,"","µg",1,"RDI_name"
"212","Copper","Element","µg","µg/d","Women","Females","None","51-70 yr","RDA",900,"","µg",1,"RDI_name"
"213","Copper","Element","µg","µg/d","Men","Males","None","31-50 yr","EAR",700,NA,"µg",1,"RDI_name"
"214","Copper","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",1000,"","µg",1,"RDI_name"
"215","Copper","Element","µg","µg/d","Men","Males","None","14-18 yr","UL",8000,"","µg",1,"RDI_name"
"216","Copper","Element","µg","µg/d","Men","Males","None",">70 yr","RDA",900,"","µg",1,"RDI_name"
"217","Copper","Element","µg","µg/d","Infants","Both","Infants","0-6 mo","AI",200,"*","µg",1,"RDI_name"
"218","Copper","Element","µg","µg/d","Infants","Both","Infants","6-12 mo","AI",220,"*","µg",1,"RDI_name"
"219","Copper","Element","µg","µg/d","Women","Females","None","9-13 yr","UL",5000,"","µg",1,"RDI_name"
"220","Copper","Element","µg","µg/d","Women","Females","None","14-18 yr","RDA",890,"","µg",1,"RDI_name"
"221","Copper","Element","µg","µg/d","Men","Males","None","31-50 yr","UL",10000,"","µg",1,"RDI_name"
"222","Copper","Element","µg","µg/d","Men","Males","None","19-30 yr","EAR",700,NA,"µg",1,"RDI_name"
"223","Copper","Element","µg","µg/d","Men","Males","None","51-70 yr","UL",10000,"","µg",1,"RDI_name"
"224","Copper","Element","µg","µg/d","Men","Males","None",">70 yr","UL",10000,"","µg",1,"RDI_name"
"225","Copper","Element","µg","µg/d","Women","Females","None","19-30 yr","RDA",900,"","µg",1,"RDI_name"
"226","Copper","Element","µg","µg/d","Men","Males","None","31-50 yr","RDA",900,"","µg",1,"RDI_name"
"227","Copper","Element","µg","µg/d","Children","Both","Children","4-8 yr","RDA",440,"","µg",1,"RDI_name"
"228","Copper","Element","µg","µg/d","Men","Males","None","14-18 yr","RDA",890,"","µg",1,"RDI_name"
"229","Copper","Element","µg","µg/d","Men","Males","None","19-30 yr","RDA",900,"","µg",1,"RDI_name"
"230","Copper","Element","µg","µg/d","Children","Both","Children","1-3 yr","RDA",340,"","µg",1,"RDI_name"
"231","Copper","Element","µg","µg/d","Women","Females","None","9-13 yr","RDA",700,"","µg",1,"RDI_name"
"232","Copper","Element","µg","µg/d","Men","Males","None","9-13 yr","RDA",700,"","µg",1,"RDI_name"
"233","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",500,"","µg",3,"RDI_name"
"234","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",600,"j","µg",3,"RDI_name"
"235","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",600,"j","µg",3,"RDI_name"
"236","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","19-30 yr","EAR",320,NA,"µg",3,"RDI_name"
"237","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","51-70 yr","EAR",320,NA,"µg",3,"RDI_name"
"238","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",500,"","µg",3,"RDI_name"
